Formula,SMILES,Tot_atoms,Tot_nH_atoms,Dataset_no,Molecular_weight,IUPAC_chemname,Metalloid,EPISUITE,InChI_Code,InChI_Key,Boiling_Point,BP_basis,EPIsuite_output,MP,Basis,Life
C3H7FIP,ICPC(F)C,13,6,11904,219.966,(1-fluoroethyl)(iodomethyl)phosphane,N,ICPC(F)C,"InChI=1S/C3H7FIP/c1-3(4)6-2-5/h3,6H,2H2,1H3",InChIKey=WRXGLMRTTZZFHA-UHFFFAOYSA-N,139.82,Pr,   139.82(BP est)    -61.48(MP est)      ----(BP exp)      ----(MP exp)  ICPC(F)C ,-61.48,Pred,N
C3H7FIP,CPC(I)CF,13,6,11905,219.966,(2-fluoro-1-iodoethyl)(methyl)phosphane,N,CPC(I)CF,"InChI=1S/C3H7FIP/c1-6-3(5)2-4/h3,6H,2H2,1H3",InChIKey=RSBGMOKQQKLYMK-UHFFFAOYSA-N,139.82,Pr,   139.82(BP est)    -61.48(MP est)      ----(BP exp)      ----(MP exp)  CPC(I)CF ,-61.48,Pred,N
C3H7FIP,PC(I)C(F)C,13,6,11906,219.966,(2-fluoro-1-iodopropyl)phosphane,N,PC(I)C(F)C,"InChI=1S/C3H7FIP/c1-2(4)3(5)6/h2-3H,6H2,1H3",InChIKey=GNMVEPGQTONDKV-UHFFFAOYSA-N,145.55,Pr,   145.55(BP est)    -59.12(MP est)      ----(BP exp)      ----(MP exp)  PC(I)C(F)C ,-59.12,Pred,N
C3H7FIP,CPCC(F)I,13,6,11907,219.966,(2-fluoro-2-iodoethyl)(methyl)phosphane,N,CPCC(F)I,"InChI=1S/C3H7FIP/c1-6-2-3(4)5/h3,6H,2H2,1H3",InChIKey=NZGMMUQQHNZSHQ-UHFFFAOYSA-N,139.82,Pr,   139.82(BP est)    -61.48(MP est)      ----(BP exp)      ----(MP exp)  CPCC(F)I ,-61.48,Pred,N
C3H7FIP,PCC(C)(F)I,13,6,11908,219.966,(2-fluoro-2-iodopropyl)phosphane,N,PCC(C)(F)I,"InChI=1S/C3H7FIP/c1-3(4,5)2-6/h2,6H2,1H3",InChIKey=RNWRTQSRTIZJQK-UHFFFAOYSA-N,150.13,Pr,   150.13(BP est)    -41.58(MP est)      ----(BP exp)      ----(MP exp)  PCC(C)(F)I ,-41.58,Pred,N
C3H7FIP,PCC(F)CI,13,6,11909,219.966,(2-fluoro-3-iodopropyl)phosphane,N,PCC(F)CI,"InChI=1S/C3H7FIP/c4-3(1-5)2-6/h3H,1-2,6H2",InChIKey=FKRMXBKXSMHEEC-UHFFFAOYSA-N,158.8,Pr,   158.80(BP est)    -47.75(MP est)      ----(BP exp)      ----(MP exp)  PCC(F)CI ,-47.75,Pred,N
C3H7FIP,ICPCCF,13,6,11910,219.966,(2-fluoroethyl)(iodomethyl)phosphane,N,ICPCCF,"InChI=1S/C3H7FIP/c4-1-2-6-3-5/h6H,1-3H2",InChIKey=QCPHNUFSHPVSPY-UHFFFAOYSA-N,153.21,Pr,   153.21(BP est)    -50.07(MP est)      ----(BP exp)      ----(MP exp)  ICPCCF ,-50.07,Pred,N
C3H7FIP,PC(I)CCF,13,6,11911,219.966,(3-fluoro-1-iodopropyl)phosphane,N,PC(I)CCF,"InChI=1S/C3H7FIP/c4-2-1-3(5)6/h3H,1-2,6H2",InChIKey=TZWXKOAUMVNGGC-UHFFFAOYSA-N,158.8,Pr,   158.80(BP est)    -47.75(MP est)      ----(BP exp)      ----(MP exp)  PC(I)CCF ,-47.75,Pred,N
C3H7FIP,PCC(I)CF,13,6,11912,219.966,(3-fluoro-2-iodopropyl)phosphane,N,PCC(I)CF,"InChI=1S/C3H7FIP/c4-1-3(5)2-6/h3H,1-2,6H2",InChIKey=XKWRCIPKSFNSSU-UHFFFAOYSA-N,158.8,Pr,   158.80(BP est)    -47.75(MP est)      ----(BP exp)      ----(MP exp)  PCC(I)CF ,-47.75,Pred,N
C3H7FIP,PCCC(F)I,13,6,11913,219.966,(3-fluoro-3-iodopropyl)phosphane,N,PCCC(F)I,"InChI=1S/C3H7FIP/c4-3(5)1-2-6/h3H,1-2,6H2",InChIKey=LSYUEWOSKOAHQS-UHFFFAOYSA-N,158.8,Pr,   158.80(BP est)    -47.75(MP est)      ----(BP exp)      ----(MP exp)  PCCC(F)I ,-47.75,Pred,N
C3H7FIP,CP(C)C(F)I,13,6,11914,219.966,(fluoroiodomethyl)dimethylphosphane,N,CP(C)C(F)I,"InChI=1S/C3H7FIP/c1-6(2)3(4)5/h3H,1-2H3",InChIKey=WRGJVUUALTVHNB-UHFFFAOYSA-N,140.72,Pr,   140.72(BP est)    -61.90(MP est)      ----(BP exp)      ----(MP exp)  CP(C)C(F)I ,-61.9,Pred,N
C3H7FIP,FCPC(I)C,13,6,11915,219.966,(fluoromethyl)(1-iodoethyl)phosphane,N,FCPC(I)C,"InChI=1S/C3H7FIP/c1-3(5)6-2-4/h3,6H,2H2,1H3",InChIKey=CHHRRSRSUDQVEH-UHFFFAOYSA-N,139.82,Pr,   139.82(BP est)    -61.48(MP est)      ----(BP exp)      ----(MP exp)  FCPC(I)C ,-61.48,Pred,N
C3H7FIP,FCPCCI,13,6,11916,219.966,(fluoromethyl)(2-iodoethyl)phosphane,N,FCPCCI,"InChI=1S/C3H7FIP/c4-3-6-2-1-5/h6H,1-3H2",InChIKey=VAKAHAUXTQSWLB-UHFFFAOYSA-N,153.21,Pr,   153.21(BP est)    -50.07(MP est)      ----(BP exp)      ----(MP exp)  FCPCCI ,-50.07,Pred,N
C3H7FIP,CP(CI)CF,13,6,11917,219.966,(fluoromethyl)(iodomethyl)(methyl)phosphane,N,CP(CI)CF,"InChI=1S/C3H7FIP/c1-6(2-4)3-5/h2-3H2,1H3",InChIKey=XIDKQWWWVYJYOH-UHFFFAOYSA-N,154.08,Pr,   154.08(BP est)    -50.50(MP est)      ----(BP exp)      ----(MP exp)  CP(CI)CF ,-50.5,Pred,N
C3H7FIP,FC(PCC)I,13,6,11918,219.966,ethyl(fluoroiodomethyl)phosphane,N,FC(PCC)I,"InChI=1S/C3H7FIP/c1-2-6-3(4)5/h3,6H,2H2,1H3",InChIKey=WABUKVMSGYAPFG-UHFFFAOYSA-N,139.82,Pr,   139.82(BP est)    -61.48(MP est)      ----(BP exp)      ----(MP exp)  FC(PCC)I ,-61.48,Pred,N
C2H2F2IP,PC(F)=C(F)I,8,6,12041,221.913,"(1,2-difluoro-2-iodovinyl)phosphane",N,PC(F)=C(F)I,InChI=1S/C2H2F2IP/c3-1(5)2(4)6/h6H2,InChIKey=JIZYJNUUAIAWFP-UHFFFAOYSA-N,147.01,Pr,   147.01(BP est)    -65.54(MP est)      ----(BP exp)      ----(MP exp)  PC(F)=C(F)I ,-65.54,Pred,N
C2H2F2IP,PC(I)=C(F)F,8,6,12042,221.913,"(2,2-difluoro-1-iodovinyl)phosphane",N,PC(I)=C(F)F,InChI=1S/C2H2F2IP/c3-1(4)2(5)6/h6H2,InChIKey=OCNQYOMUFBCYBF-UHFFFAOYSA-N,147.01,Pr,   147.01(BP est)    -65.54(MP est)      ----(BP exp)      ----(MP exp)  PC(I)=C(F)F ,-65.54,Pred,N
C2H2F2IP,IC1C(F)(F)P1,8,6,12043,221.913,"2,2-difluoro-3-iodophosphirane",N,IC1C(F)(F)P1,"InChI=1S/C2H2F2IP/c3-2(4)1(5)6-2/h1,6H",InChIKey=WNJLQHHEADEPFZ-UHFFFAOYSA-N,115.99,Pr,   115.99(BP est)    -45.72(MP est)      ----(BP exp)      ----(MP exp)  IC1C(F)(F)P1 ,-45.72,Pred,N
C2H2F2IP,FC1C(I)(F)P1,8,6,12044,221.913,"2,3-difluoro-2-iodophosphirane",N,FC1C(I)(F)P1,"InChI=1S/C2H2F2IP/c3-1-2(4,5)6-1/h1,6H",InChIKey=YFNWBGGBEPZSJH-UHFFFAOYSA-N,115.99,Pr,   115.99(BP est)    -45.72(MP est)      ----(BP exp)      ----(MP exp)  FC1C(I)(F)P1 ,-45.72,Pred,N
C2H5FIOP,FC(POC)I,11,6,12050,221.938,(fluoroiodomethyl)(methoxy)phosphane,N,FC(POC)I,"InChI=1S/C2H5FIOP/c1-5-6-2(3)4/h2,6H,1H3",InChIKey=RJWLXLNANCCDNY-UHFFFAOYSA-N,140.69,Pr,   140.69(BP est)    -55.75(MP est)      ----(BP exp)      ----(MP exp)  FC(POC)I ,-55.75,Pred,N
C2H5FIOP,O=P(C)C(F)I,11,6,12051,221.938,(fluoroiodomethyl)(methyl)phosphine oxide,N,O=P(C)C(F)I,"InChI=1S/C2H5FIOP/c1-6(5)2(3)4/h2,6H,1H3",InChIKey=FENPAOPTSFHVMU-UHFFFAOYSA-N,177.85,Pr,   177.85(BP est)    -38.51(MP est)      ----(BP exp)      ----(MP exp)  O=P(C)C(F)I ,-38.51,Pred,N
C2H5FIOP,O=P(CI)CF,11,6,12053,221.938,(fluoromethyl)(iodomethyl)phosphine oxide,N,O=P(CI)CF,"InChI=1S/C2H5FIOP/c3-1-6(5)2-4/h6H,1-2H2",InChIKey=LVOJWMDKFVFXGF-UHFFFAOYSA-N,190.28,Pr,   190.28(BP est)    -27.39(MP est)      ----(BP exp)      ----(MP exp)  O=P(CI)CF ,-27.39,Pred,N
CF2IOP,O=PC(I)(F)F,6,6,12112,223.885,(difluoroiodomethyl)(oxo)phosphane,N,O=PC(I)(F)F,"InChI=1S/CF2IOP/c2-1(3,4)6-5",InChIKey=PAYJGAKZQUQDII-UHFFFAOYSA-N,151.99,Pr,   151.99(BP est)    -34.51(MP est)      ----(BP exp)      ----(MP exp)  O=PC(I)(F)F ,-34.51,Pred,N
CH3FIO2P,O=P(C(F)I)O,9,6,12113,223.91,(fluoroiodomethyl)phosphinic acid,N,O=P(C(F)I)O,"InChI=1S/CH3FIO2P/c2-1(3)6(4)5/h1,6H,(H,4,5)",InChIKey=NAEWZBOSUZJURX-UHFFFAOYSA-N,245.08,Pr,   245.08(BP est)      5.89(MP est)      ----(BP exp)      ----(MP exp)  O=P(C(F)I)O ,5.89,Pred,N
C2H4F2IP,PC(CI)(F)F,10,6,12114,223.929,"(1,1-difluoro-2-iodoethyl)phosphane",N,PC(CI)(F)F,"InChI=1S/C2H4F2IP/c3-2(4,6)1-5/h1,6H2",InChIKey=LMTSUAAGVBJQRL-UHFFFAOYSA-N,129.86,Pr,   129.86(BP est)    -52.83(MP est)      ----(BP exp)      ----(MP exp)  PC(CI)(F)F ,-52.83,Pred,N
C2H4F2IP,PC(CF)(F)I,10,6,12115,223.929,"(1,2-difluoro-1-iodoethyl)phosphane",N,PC(CF)(F)I,"InChI=1S/C2H4F2IP/c3-1-2(4,5)6/h1,6H2",InChIKey=FSICIAWPOLMJAL-UHFFFAOYSA-N,129.86,Pr,   129.86(BP est)    -52.83(MP est)      ----(BP exp)      ----(MP exp)  PC(CF)(F)I ,-52.83,Pred,N
C2H4F2IP,PC(F)C(F)I,10,6,12116,223.929,"(1,2-difluoro-2-iodoethyl)phosphane",N,PC(F)C(F)I,"InChI=1S/C2H4F2IP/c3-1(5)2(4)6/h1-2H,6H2",InChIKey=VGYPJNOREBLKEK-UHFFFAOYSA-N,125.12,Pr,   125.12(BP est)    -70.43(MP est)      ----(BP exp)      ----(MP exp)  PC(F)C(F)I ,-70.43,Pred,N
C2H4F2IP,PC(I)C(F)F,10,6,12117,223.929,"(2,2-difluoro-1-iodoethyl)phosphane",N,PC(I)C(F)F,"InChI=1S/C2H4F2IP/c3-1(4)2(5)6/h1-2H,6H2",InChIKey=DXXTZQBGEFTMSF-UHFFFAOYSA-N,125.12,Pr,   125.12(BP est)    -70.43(MP est)      ----(BP exp)      ----(MP exp)  PC(I)C(F)F ,-70.43,Pred,N
C2H4F2IP,PCC(I)(F)F,10,6,12118,223.929,"(2,2-difluoro-2-iodoethyl)phosphane",N,PCC(I)(F)F,"InChI=1S/C2H4F2IP/c3-2(4,5)1-6/h1,6H2",InChIKey=XLAMSRUEUJSFNW-UHFFFAOYSA-N,129.86,Pr,   129.86(BP est)    -52.83(MP est)      ----(BP exp)      ----(MP exp)  PCC(I)(F)F ,-52.83,Pred,N
C2H4F2IP,CPC(I)(F)F,10,6,12119,223.929,(difluoroiodomethyl)(methyl)phosphane,N,CPC(I)(F)F,"InChI=1S/C2H4F2IP/c1-6-2(3,4)5/h6H,1H3",InChIKey=AWCDJXCHYPYWKM-UHFFFAOYSA-N,109.87,Pr,   109.87(BP est)    -66.85(MP est)      ----(BP exp)      ----(MP exp)  CPC(I)(F)F ,-66.85,Pred,N
C2H4F2IP,ICPC(F)F,10,6,12120,223.929,(difluoromethyl)(iodomethyl)phosphane,N,ICPC(F)F,"InChI=1S/C2H4F2IP/c3-2(4)6-1-5/h2,6H,1H2",InChIKey=FQHSKDSFJWFVRZ-UHFFFAOYSA-N,119.17,Pr,   119.17(BP est)    -72.85(MP est)      ----(BP exp)      ----(MP exp)  ICPC(F)F ,-72.85,Pred,N
C2H4F2IP,FCPC(F)I,10,6,12121,223.929,(fluoroiodomethyl)(fluoromethyl)phosphane,N,FCPC(F)I,"InChI=1S/C2H4F2IP/c3-1-6-2(4)5/h2,6H,1H2",InChIKey=VAIXNBDBJWCISM-UHFFFAOYSA-N,119.17,Pr,   119.17(BP est)    -72.85(MP est)      ----(BP exp)      ----(MP exp)  FCPC(F)I ,-72.85,Pred,N
C3H3Br2P,PC(C#C)(Br)Br,9,6,12171,229.839,"(1,1-dibromoprop-2-yn-1-yl)phosphane",N,PC(C#C)(Br)Br,"InChI=1S/C3H3Br2P/c1-2-3(4,5)6/h1H,6H2",InChIKey=GOYQFVVXUSYZGA-UHFFFAOYSA-N,193.12,Pr,   193.12(BP est)     24.94(MP est)      ----(BP exp)      ----(MP exp)  PC(C#C)(Br)Br ,24.94,Pred,N
C3H3Br2P,PC(Br)C#CBr,9,6,12172,229.839,"(1,3-dibromoprop-2-yn-1-yl)phosphane",N,PC(Br)C#CBr,"InChI=1S/C3H3Br2P/c4-2-1-3(5)6/h3H,6H2",InChIKey=XXVQJNGLDXBLGR-UHFFFAOYSA-N,208.42,Pr,   208.42(BP est)     29.14(MP est)      ----(BP exp)      ----(MP exp)  PC(Br)C#CBr ,29.14,Pred,N
C3H3Br2P,BrCPC#CBr,9,6,12173,229.839,(bromoethynyl)(bromomethyl)phosphane,N,BrCPC#CBr,"InChI=1S/C3H3Br2P/c4-1-2-6-3-5/h6H,3H2",InChIKey=CQRPBIJSWSATAM-UHFFFAOYSA-N,203.38,Pr,   203.38(BP est)     26.60(MP est)      ----(BP exp)      ----(MP exp)  BrCPC#CBr ,26.6,Pred,N
C3H3Br2P,BrC(PC#C)Br,9,6,12174,229.839,(dibromomethyl)(ethynyl)phosphane,N,BrC(PC#C)Br,"InChI=1S/C3H3Br2P/c1-2-6-3(4)5/h1,3,6H",InChIKey=IQWVAROIQVXRKU-UHFFFAOYSA-N,183.67,Pr,   183.67(BP est)      5.28(MP est)      ----(BP exp)      ----(MP exp)  BrC(PC#C)Br ,5.28,Pred,N
C3H3Br2P,BrC1(Br)C=CP1,9,6,12175,229.839,"2,2-dibromo-1,2-dihydrophosphete",N,BrC1(Br)C=CP1,"InChI=1S/C3H3Br2P/c4-3(5)1-2-6-3/h1-2,6H",InChIKey=XIVFOTVJSUILQV-UHFFFAOYSA-N,184.2,Pr,   184.20(BP est)     10.75(MP est)      ----(BP exp)      ----(MP exp)  BrC1(Br)C=CP1 ,10.75,Pred,N
C3H3Br2P,BrC1C(Br)=CP1,9,6,12176,229.839,"2,3-dibromo-1,2-dihydrophosphete",N,BrC1C(Br)=CP1,"InChI=1S/C3H3Br2P/c4-2-1-6-3(2)5/h1,3,6H",InChIKey=RZAUBFVIAPINKO-UHFFFAOYSA-N,193.21,Pr,   193.21(BP est)      7.69(MP est)      ----(BP exp)      ----(MP exp)  BrC1C(Br)=CP1 ,7.69,Pred,N
C3H3Br2P,BrC1C=C(Br)P1,9,6,12177,229.839,"2,4-dibromo-1,2-dihydrophosphete",N,BrC1C=C(Br)P1,"InChI=1S/C3H3Br2P/c4-2-1-3(5)6-2/h1-2,6H",InChIKey=ZAHYVZGSNDRZHJ-UHFFFAOYSA-N,193.21,Pr,   193.21(BP est)      7.69(MP est)      ----(BP exp)      ----(MP exp)  BrC1C=C(Br)P1 ,7.69,Pred,N
C3H3Br2P,BrC1=C(CP1)Br,9,6,12178,229.839,"3,4-dibromo-1,2-dihydrophosphete",N,BrC1=C(CP1)Br,"InChI=1S/C3H3Br2P/c4-2-1-6-3(2)5/h6H,1H2",InChIKey=BQQLKRQBDCYSCY-UHFFFAOYSA-N,197.32,Pr,   197.32(BP est)     17.27(MP est)      ----(BP exp)      ----(MP exp)  BrC1=C(CP1)Br ,17.27,Pred,N
C2HBr2OP,O=PC(Br)=CBr,7,6,12183,231.811,"(1,2-dibromovinyl)(oxo)phosphane",N,O=PC(Br)=CBr,InChI=1S/C2HBr2OP/c3-1-2(4)6-5/h1H,InChIKey=LBUAJXZCRPSCLW-UHFFFAOYSA-N,225.63,Pr,   225.63(BP est)     12.08(MP est)      ----(BP exp)      ----(MP exp)  O=PC(Br)=CBr ,12.08,Pred,N
C2HBr2OP,O=PC=C(Br)Br,7,6,12184,231.811,"(2,2-dibromovinyl)(oxo)phosphane",N,O=PC=C(Br)Br,InChI=1S/C2HBr2OP/c3-2(4)1-6-5/h1H,InChIKey=LYLFUGBURYFCEG-UHFFFAOYSA-N,225.63,Pr,   225.63(BP est)     12.08(MP est)      ----(BP exp)      ----(MP exp)  O=PC=C(Br)Br ,12.08,Pred,N
C3H5Br2P,PC(C=C)(Br)Br,11,6,12185,231.855,"(1,1-dibromoallyl)phosphane",N,PC(C=C)(Br)Br,"InChI=1S/C3H5Br2P/c1-2-3(4,5)6/h2H,1,6H2",InChIKey=VGEGNUZYVATFEJ-UHFFFAOYSA-N,184.43,Pr,   184.43(BP est)     -1.97(MP est)      ----(BP exp)      ----(MP exp)  PC(C=C)(Br)Br ,-1.97,Pred,N
C3H5Br2P,PC(Br)C(Br)=C,11,6,12186,231.855,"(1,2-dibromoallyl)phosphane",N,PC(Br)C(Br)=C,"InChI=1S/C3H5Br2P/c1-2(4)3(5)6/h3H,1,6H2",InChIKey=QSSVWBCAGAKFRI-UHFFFAOYSA-N,186.97,Pr,   186.97(BP est)    -16.91(MP est)      ----(BP exp)      ----(MP exp)  PC(Br)C(Br)=C ,-16.91,Pred,N
C3H5Br2P,CPC(Br)=CBr,11,6,12187,231.855,"(1,2-dibromovinyl)(methyl)phosphane",N,CPC(Br)=CBr,"InChI=1S/C3H5Br2P/c1-6-3(5)2-4/h2,6H,1H3",InChIKey=RMMOSWAPCRFXQO-UHFFFAOYSA-N,189.55,Pr,   189.55(BP est)    -18.51(MP est)      ----(BP exp)      ----(MP exp)  CPC(Br)=CBr ,-18.51,Pred,N
C3H5Br2P,PC(Br)C=CBr,11,6,12188,231.855,"(1,3-dibromoallyl)phosphane",N,PC(Br)C=CBr,"InChI=1S/C3H5Br2P/c4-2-1-3(5)6/h1-3H,6H2",InChIKey=AXDQOVNCUISFOF-UHFFFAOYSA-N,200.21,Pr,   200.21(BP est)     -7.73(MP est)      ----(BP exp)      ----(MP exp)  PC(Br)C=CBr ,-7.73,Pred,N
C3H5Br2P,CPC=C(Br)Br,11,6,12189,231.855,"(2,2-dibromovinyl)(methyl)phosphane",N,CPC=C(Br)Br,"InChI=1S/C3H5Br2P/c1-6-2-3(4)5/h2,6H,1H3",InChIKey=PAVAUANMLDSKOG-UHFFFAOYSA-N,189.55,Pr,   189.55(BP est)    -18.51(MP est)      ----(BP exp)      ----(MP exp)  CPC=C(Br)Br ,-18.51,Pred,N
C3H5Br2P,PCC(Br)=CBr,11,6,12190,231.855,"(2,3-dibromoallyl)phosphane",N,PCC(Br)=CBr,"InChI=1S/C3H5Br2P/c4-1-3(5)2-6/h1H,2,6H2",InChIKey=PCLUPSDRJPIGIX-UHFFFAOYSA-N,206.73,Pr,   206.73(BP est)     -5.31(MP est)      ----(BP exp)      ----(MP exp)  PCC(Br)=CBr ,-5.31,Pred,N
C3H5Br2P,PCC=C(Br)Br,11,6,12191,231.855,"(3,3-dibromoallyl)phosphane",N,PCC=C(Br)Br,"InChI=1S/C3H5Br2P/c4-3(5)1-2-6/h1H,2,6H2",InChIKey=KNOHGEDIXGPTNY-UHFFFAOYSA-N,206.73,Pr,   206.73(BP est)     -5.31(MP est)      ----(BP exp)      ----(MP exp)  PCC=C(Br)Br ,-5.31,Pred,N
C3H5Br2P,BrCPC(Br)=C,11,6,12192,231.855,(bromomethyl)(1-bromovinyl)phosphane,N,BrCPC(Br)=C,"InChI=1S/C3H5Br2P/c1-3(5)6-2-4/h6H,1-2H2",InChIKey=BKIULUHXVMKRNO-UHFFFAOYSA-N,181.69,Pr,   181.69(BP est)    -19.14(MP est)      ----(BP exp)      ----(MP exp)  BrCPC(Br)=C ,-19.14,Pred,N
C3H5Br2P,BrCPC=CBr,11,6,12193,231.855,(bromomethyl)(2-bromovinyl)phosphane,N,BrCPC=CBr,"InChI=1S/C3H5Br2P/c4-1-2-6-3-5/h1-2,6H,3H2",InChIKey=LMVCRMYOYMUANK-UHFFFAOYSA-N,195.08,Pr,   195.08(BP est)     -9.91(MP est)      ----(BP exp)      ----(MP exp)  BrCPC=CBr ,-9.91,Pred,N
C3H5Br2P,BrC(PC=C)Br,11,6,12194,231.855,(dibromomethyl)(vinyl)phosphane,N,BrC(PC=C)Br,"InChI=1S/C3H5Br2P/c1-2-6-3(4)5/h2-3,6H,1H2",InChIKey=LHUKXKAIRIJQOU-UHFFFAOYSA-N,174.8,Pr,   174.80(BP est)    -21.67(MP est)      ----(BP exp)      ----(MP exp)  BrC(PC=C)Br ,-21.67,Pred,N
C3H5Br2P,BrC(P1CC1)Br,11,6,12195,231.855,1-(dibromomethyl)phosphirane,N,BrC(P1CC1)Br,"InChI=1S/C3H5Br2P/c4-3(5)6-1-2-6/h3H,1-2H2",InChIKey=ZYRLUXXODMHZJJ-UHFFFAOYSA-N,184.85,Pr,   184.85(BP est)     -5.69(MP est)      ----(BP exp)      ----(MP exp)  BrC(P1CC1)Br ,-5.69,Pred,N
C3H5Br2P,CP1C(Br)(Br)C1,11,6,12196,231.855,"2,2-dibromo-1-methylphosphirane",N,CP1C(Br)(Br)C1,"InChI=1S/C3H5Br2P/c1-6-2-3(6,4)5/h2H2,1H3",InChIKey=SEQGGHVZESJJEB-UHFFFAOYSA-N,180.41,Pr,   180.41(BP est)     10.34(MP est)      ----(BP exp)      ----(MP exp)  CP1C(Br)(Br)C1 ,10.34,Pred,N
C3H5Br2P,BrC1(Br)CCP1,11,6,12197,231.855,"2,2-dibromophosphetane",N,BrC1(Br)CCP1,"InChI=1S/C3H5Br2P/c4-3(5)1-2-6-3/h6H,1-2H2",InChIKey=OXVHLWRUGXZNKU-UHFFFAOYSA-N,181.48,Pr,   181.48(BP est)      9.58(MP est)      ----(BP exp)      ----(MP exp)  BrC1(Br)CCP1 ,9.58,Pred,N
C3H5Br2P,CP1C(Br)C1Br,11,6,12198,231.855,"2,3-dibromo-1-methylphosphirane",N,CP1C(Br)C1Br,"InChI=1S/C3H5Br2P/c1-6-2(4)3(6)5/h2-3H,1H3",InChIKey=YHTVBCRKDQJCGJ-UHFFFAOYSA-N,185.33,Pr,   185.33(BP est)     -2.30(MP est)      ----(BP exp)      ----(MP exp)  CP1C(Br)C1Br ,-2.3,Pred,N
C3H5Br2P,BrC1C(Br)CP1,11,6,12199,231.855,"2,3-dibromophosphetane",N,BrC1C(Br)CP1,"InChI=1S/C3H5Br2P/c4-2-1-6-3(2)5/h2-3,6H,1H2",InChIKey=PCMYAMCLXGBUEY-UHFFFAOYSA-N,186.39,Pr,   186.39(BP est)     -3.06(MP est)      ----(BP exp)      ----(MP exp)  BrC1C(Br)CP1 ,-3.06,Pred,N
C3H5Br2P,BrC1CC(Br)P1,11,6,12200,231.855,"2,4-dibromophosphetane",N,BrC1CC(Br)P1,"InChI=1S/C3H5Br2P/c4-2-1-3(5)6-2/h2-3,6H,1H2",InChIKey=HBBQNUJLZKYENO-UHFFFAOYSA-N,186.39,Pr,   186.39(BP est)     -3.06(MP est)      ----(BP exp)      ----(MP exp)  BrC1CC(Br)P1 ,-3.06,Pred,N
C3H5Br2P,BrCP1C(Br)C1,11,6,12201,231.855,2-bromo-1-(bromomethyl)phosphirane,N,BrCP1C(Br)C1,"InChI=1S/C3H5Br2P/c4-2-6-1-3(6)5/h3H,1-2H2",InChIKey=BPIZZVNVCJYDRG-UHFFFAOYSA-N,191.25,Pr,   191.25(BP est)      1.55(MP est)      ----(BP exp)      ----(MP exp)  BrCP1C(Br)C1 ,1.55,Pred,N
C3H5Br2P,BrC1(Br)CPC1,11,6,12202,231.855,"3,3-dibromophosphetane",N,BrC1(Br)CPC1,"InChI=1S/C3H5Br2P/c4-3(5)1-6-2-3/h6H,1-2H2",InChIKey=ZSUWJZQDCOZCKO-UHFFFAOYSA-N,181.48,Pr,   181.48(BP est)      9.58(MP est)      ----(BP exp)      ----(MP exp)  BrC1(Br)CPC1 ,9.58,Pred,N
C3H3ClIP,PC(C#C)(Cl)I,9,6,12224,232.385,(1-chloro-1-iodoprop-2-yn-1-yl)phosphane,N,PC(C#C)(Cl)I,"InChI=1S/C3H3ClIP/c1-2-3(4,5)6/h1H,6H2",InChIKey=ZBXRMHRMXVGCSI-UHFFFAOYSA-N,189.22,Pr,   189.22(BP est)      7.99(MP est)      ----(BP exp)      ----(MP exp)  PC(C#C)(Cl)I ,7.99,Pred,N
C3H3ClIP,PC(Cl)C#CI,9,6,12225,232.385,(1-chloro-3-iodoprop-2-yn-1-yl)phosphane,N,PC(Cl)C#CI,"InChI=1S/C3H3ClIP/c4-3(6)1-2-5/h3H,6H2",InChIKey=AYSFWWIZPNQXRG-UHFFFAOYSA-N,215.23,Pr,   215.23(BP est)     28.29(MP est)      ----(BP exp)      ----(MP exp)  PC(Cl)C#CI ,28.29,Pred,N
C3H3ClIP,PC(I)C#CCl,9,6,12226,232.385,(3-chloro-1-iodoprop-2-yn-1-yl)phosphane,N,PC(I)C#CCl,"InChI=1S/C3H3ClIP/c4-2-1-3(5)6/h3H,6H2",InChIKey=JUVDWQBCZMWYTI-UHFFFAOYSA-N,202.89,Pr,   202.89(BP est)     23.49(MP est)      ----(BP exp)      ----(MP exp)  PC(I)C#CCl ,23.49,Pred,N
C3H3ClIP,ICPC#CCl,9,6,12227,232.385,(chloroethynyl)(iodomethyl)phosphane,N,ICPC#CCl,"InChI=1S/C3H3ClIP/c4-1-2-6-3-5/h6H,3H2",InChIKey=ILFHNOSLEHDYAM-UHFFFAOYSA-N,197.79,Pr,   197.79(BP est)     21.05(MP est)      ----(BP exp)      ----(MP exp)  ICPC#CCl ,21.05,Pred,N
C3H3ClIP,ClC(PC#C)I,9,6,12228,232.385,(chloroiodomethyl)(ethynyl)phosphane,N,ClC(PC#C)I,"InChI=1S/C3H3ClIP/c1-2-6-3(4)5/h1,3,6H",InChIKey=IWLFMIRXLNBJTQ-UHFFFAOYSA-N,190.87,Pr,   190.87(BP est)     -8.43(MP est)      ----(BP exp)      ----(MP exp)  ClC(PC#C)I ,-8.43,Pred,N
C3H3ClIP,ClCPC#CI,9,6,12229,232.385,(chloromethyl)(iodoethynyl)phosphane,N,ClCPC#CI,"InChI=1S/C3H3ClIP/c4-3-6-2-1-5/h6H,3H2",InChIKey=GTVZQTAITOQMPO-UHFFFAOYSA-N,220.75,Pr,   220.75(BP est)     29.99(MP est)      ----(BP exp)      ----(MP exp)  ClCPC#CI ,29.99,Pred,N
