Formula,SMILES,Tot_atoms,Tot_nH_atoms,Dataset_no,Molecular_weight,IUPAC_chemname,Metalloid,EPISUITE,InChI_Code,InChI_Key,Boiling_Point,BP_basis,EPIsuite_output,MP,Basis,Life
C4H10FP,CP(CF)CC,16,6,5063,108.096,ethyl(fluoromethyl)(methyl)phosphane,N,CP(CF)CC,"InChI=1S/C4H10FP/c1-3-6(2)4-5/h3-4H2,1-2H3",InChIKey=CYODHLJYSIJRKX-UHFFFAOYSA-N,66.8,Pr,    66.80(BP est)    -99.38(MP est)      ----(BP exp)      ----(MP exp)  CP(CF)CC ,-99.38,Pred,N
C2H8NO2P,CC(N)P(=O)O,14,6,5255,109.065,(1-aminoethyl)phosphinic acid,N,CC(N)P(=O)O,"InChI=1S/C2H8NO2P/c1-2(3)6(4)5/h2,6H,3H2,1H3,(H,4,5)",InChIKey=TVKUNRSARHGLNB-UHFFFAOYSA-N,224.09,Pr,   224.09(BP est)     17.70(MP est)      ----(BP exp)      ----(MP exp)  CC(N)P(=O)O ,17.7,Pred,N
C2H8NO2P,O=P(CCN)O,14,6,5256,109.065,(2-aminoethyl)phosphinic acid,N,O=P(CCN)O,"InChI=1S/C2H8NO2P/c3-1-2-6(4)5/h6H,1-3H2,(H,4,5)",InChIKey=CFAOOHORWCGLMC-UHFFFAOYSA-N,235.25,Pr,   235.25(BP est)     28.46(MP est)      ----(BP exp)      ----(MP exp)  O=P(CCN)O ,28.46,Pred,Y
C2H8NO2P,CP(=O)(CN)O,14,6,5257,109.065,(aminomethyl)(methyl)phosphinic acid,N,CP(=O)(CN)O,"InChI=1S/C2H8NO2P/c1-6(4,5)2-3/h2-3H2,1H3,(H,4,5)",InChIKey=QLAUIXHXGPSZQW-UHFFFAOYSA-N,233.55,Pr,   233.55(BP est)     19.78(MP est)      ----(BP exp)      ----(MP exp)  CP(=O)(CN)O ,19.78,Pred,N
C2H8NO2P,NP(OC)OC,14,6,5258,109.065,dimethyl phosphoramidite,N,NP(OC)OC,"InChI=1S/C2H8NO2P/c1-4-6(3)5-2/h3H2,1-2H3",InChIKey=ACEMSBOZYKNMNV-UHFFFAOYSA-N,130.09,Pr,   130.09(BP est)    -28.61(MP est)      ----(BP exp)      ----(MP exp)  NP(OC)OC ,-28.61,Pred,N
C2HF2OP,O=PC(F)=CF,7,6,5336,110,"(1,2-difluorovinyl)(oxo)phosphane",N,O=PC(F)=CF,InChI=1S/C2HF2OP/c3-1-2(4)6-5/h1H,InChIKey=WKGMZSMZFURUOT-UHFFFAOYSA-N,90.1,Pr,    90.10(BP est)    -86.70(MP est)      ----(BP exp)      ----(MP exp)  O=PC(F)=CF ,-86.7,Pred,N
C2HF2OP,O=PC=C(F)F,7,6,5337,110,"(2,2-difluorovinyl)(oxo)phosphane",N,O=PC=C(F)F,InChI=1S/C2HF2OP/c3-2(4)1-6-5/h1H,InChIKey=RIKHGXCXHGBYJX-UHFFFAOYSA-N,90.1,Pr,    90.10(BP est)    -86.70(MP est)      ----(BP exp)      ----(MP exp)  O=PC=C(F)F ,-86.7,Pred,N
CH3O4P,O=CP(=O)(O)O,9,6,5338,110.005,formylphosphonic acid,N,O=CP(=O)(O)O,"InChI=1S/CH3O4P/c2-1-6(3,4)5/h1H,(H2,3,4,5)",InChIKey=DEBRGDVXKPMWQZ-UHFFFAOYSA-N,290.08,Pr,   290.08(BP est)     32.78(MP est)      ----(BP exp)      ----(MP exp)  O=CP(=O)(O)O ,32.78,Pred,N
C2H4FO2P,O=P(C(F)=C)O,10,6,5339,110.024,(1-fluorovinyl)phosphinic acid,N,O=P(C(F)=C)O,"InChI=1S/C2H4FO2P/c1-2(3)6(4)5/h6H,1H2,(H,4,5)",InChIKey=AUAARCYPWSXPFS-UHFFFAOYSA-N,178.52,Pr,   178.52(BP est)    -37.30(MP est)      ----(BP exp)      ----(MP exp)  O=P(C(F)=C)O ,-37.3,Pred,N
C2H4FO2P,O=P(C=CF)O,10,6,5341,110.024,(2-fluorovinyl)phosphinic acid,N,O=P(C=CF)O,"InChI=1S/C2H4FO2P/c3-1-2-6(4)5/h1-2,6H,(H,4,5)",InChIKey=IPGPPIIQBNRDMO-UHFFFAOYSA-N,192,Pr,   192.00(BP est)    -28.04(MP est)      ----(BP exp)      ----(MP exp)  O=P(C=CF)O ,-28.04,Pred,N
C2H4FO2P,O=P1(O)C(F)C1,10,6,5343,110.024,2-fluoro-1-hydroxyphosphirane 1-oxide,N,O=P1(O)C(F)C1,"InChI=1S/C2H4FO2P/c3-2-1-6(2,4)5/h2H,1H2,(H,4,5)",InChIKey=DMQOWIVUQGQZCS-UHFFFAOYSA-N,185.43,Pr,   185.43(BP est)    -24.88(MP est)      ----(BP exp)      ----(MP exp)  O=P1(O)C(F)C1 ,-24.88,Pred,N
C3H5F2P,PC(C=C)(F)F,11,6,5344,110.044,"(1,1-difluoroallyl)phosphane",N,PC(C=C)(F)F,"InChI=1S/C3H5F2P/c1-2-3(4,5)6/h2H,1,6H2",InChIKey=DWPHNOVNGABOQT-UHFFFAOYSA-N,36.99,Pr,    36.99(BP est)   -104.22(MP est)      ----(BP exp)      ----(MP exp)  PC(C=C)(F)F ,-104.22,Pred,N
C3H5F2P,PC(F)C(F)=C,11,6,5345,110.044,"(1,2-difluoroallyl)phosphane",N,PC(F)C(F)=C,"InChI=1S/C3H5F2P/c1-2(4)3(5)6/h3H,1,6H2",InChIKey=ULAACWNYAUTATQ-UHFFFAOYSA-N,40.23,Pr,    40.23(BP est)   -118.97(MP est)      ----(BP exp)      ----(MP exp)  PC(F)C(F)=C ,-118.97,Pred,N
C3H5F2P,CPC(F)=CF,11,6,5346,110.044,"(1,2-difluorovinyl)(methyl)phosphane",N,CPC(F)=CF,"InChI=1S/C3H5F2P/c1-6-3(5)2-4/h2,6H,1H3",InChIKey=DODLNEXVRWTNOH-UHFFFAOYSA-N,43.53,Pr,    43.53(BP est)   -120.35(MP est)      ----(BP exp)      ----(MP exp)  CPC(F)=CF ,-120.35,Pred,N
C3H5F2P,PC(F)C=CF,11,6,5347,110.044,"(1,3-difluoroallyl)phosphane",N,PC(F)C=CF,"InChI=1S/C3H5F2P/c4-2-1-3(5)6/h1-3H,6H2",InChIKey=NQXILHFFXVABEW-UHFFFAOYSA-N,57.2,Pr,    57.20(BP est)   -108.69(MP est)      ----(BP exp)      ----(MP exp)  PC(F)C=CF ,-108.69,Pred,N
C3H5F2P,CPC=C(F)F,11,6,5348,110.044,"(2,2-difluorovinyl)(methyl)phosphane",N,CPC=C(F)F,"InChI=1S/C3H5F2P/c1-6-2-3(4)5/h2,6H,1H3",InChIKey=ZMFXFBDEIODBKT-UHFFFAOYSA-N,43.53,Pr,    43.53(BP est)   -120.35(MP est)      ----(BP exp)      ----(MP exp)  CPC=C(F)F ,-120.35,Pred,N
C3H5F2P,PCC(F)=CF,11,6,5349,110.044,"(2,3-difluoroallyl)phosphane",N,PCC(F)=CF,"InChI=1S/C3H5F2P/c4-1-3(5)2-6/h1H,2,6H2",InChIKey=FRGSFDTZIBMQLE-UHFFFAOYSA-N,65.59,Pr,    65.59(BP est)   -105.72(MP est)      ----(BP exp)      ----(MP exp)  PCC(F)=CF ,-105.72,Pred,N
C3H5F2P,PCC=C(F)F,11,6,5350,110.044,"(3,3-difluoroallyl)phosphane",N,PCC=C(F)F,"InChI=1S/C3H5F2P/c4-3(5)1-2-6/h1H,2,6H2",InChIKey=GNKKCPBOZFMKTQ-UHFFFAOYSA-N,65.59,Pr,    65.59(BP est)   -105.72(MP est)      ----(BP exp)      ----(MP exp)  PCC=C(F)F ,-105.72,Pred,N
C3H5F2P,FC(PC=C)F,11,6,5351,110.044,(difluoromethyl)(vinyl)phosphane,N,FC(PC=C)F,"InChI=1S/C3H5F2P/c1-2-6-3(4)5/h2-3,6H,1H2",InChIKey=DMCZZOKQYHQOFX-UHFFFAOYSA-N,24.72,Pr,    24.72(BP est)   -124.70(MP est)      ----(BP exp)      ----(MP exp)  FC(PC=C)F ,-124.7,Pred,N
C3H5F2P,FCPC(F)=C,11,6,5352,110.044,(fluoromethyl)(1-fluorovinyl)phosphane,N,FCPC(F)=C,"InChI=1S/C3H5F2P/c1-3(5)6-2-4/h6H,1-2H2",InChIKey=ANINJEQIPQTGAE-UHFFFAOYSA-N,33.48,Pr,    33.48(BP est)   -121.62(MP est)      ----(BP exp)      ----(MP exp)  FCPC(F)=C ,-121.62,Pred,N
C3H5F2P,FCPC=CF,11,6,5353,110.044,(fluoromethyl)(2-fluorovinyl)phosphane,N,FCPC=CF,"InChI=1S/C3H5F2P/c4-1-2-6-3-5/h1-2,6H,3H2",InChIKey=YVRWWCFCWNGEEK-UHFFFAOYSA-N,50.61,Pr,    50.61(BP est)   -111.30(MP est)      ----(BP exp)      ----(MP exp)  FCPC=CF ,-111.3,Pred,N
C3H5F2P,FC(P1CC1)F,11,6,5354,110.044,1-(difluoromethyl)phosphirane,N,FC(P1CC1)F,"InChI=1S/C3H5F2P/c4-3(5)6-1-2-6/h3H,1-2H2",InChIKey=BSEKNROGUQGEHO-UHFFFAOYSA-N,37.52,Pr,    37.52(BP est)   -107.92(MP est)      ----(BP exp)      ----(MP exp)  FC(P1CC1)F ,-107.92,Pred,N
C3H5F2P,CP1C(F)(F)C1,11,6,5355,110.044,"2,2-difluoro-1-methylphosphirane",N,CP1C(F)(F)C1,"InChI=1S/C3H5F2P/c1-6-2-3(6,4)5/h2H2,1H3",InChIKey=BWZVEDGSVHTCAJ-UHFFFAOYSA-N,31.86,Pr,    31.86(BP est)    -92.24(MP est)      ----(BP exp)      ----(MP exp)  CP1C(F)(F)C1 ,-92.24,Pred,N
C3H5F2P,FC1(F)CCP1,11,6,5356,110.044,"2,2-difluorophosphetane",N,FC1(F)CCP1,"InChI=1S/C3H5F2P/c4-3(5)1-2-6-3/h6H,1-2H2",InChIKey=AHMRTAUJLUKART-UHFFFAOYSA-N,33.22,Pr,    33.22(BP est)    -92.92(MP est)      ----(BP exp)      ----(MP exp)  FC1(F)CCP1 ,-92.92,Pred,N
C3H5F2P,CP1C(F)C1F,11,6,5357,110.044,"2,3-difluoro-1-methylphosphirane",N,CP1C(F)C1F,"InChI=1S/C3H5F2P/c1-6-2(4)3(6)5/h2-3H,1H3",InChIKey=GEUJEWCXGCSRNP-UHFFFAOYSA-N,38.13,Pr,    38.13(BP est)   -104.48(MP est)      ----(BP exp)      ----(MP exp)  CP1C(F)C1F ,-104.48,Pred,N
C3H5F2P,FC1C(F)CP1,11,6,5358,110.044,"2,3-difluorophosphetane",N,FC1C(F)CP1,"InChI=1S/C3H5F2P/c4-2-1-6-3(2)5/h2-3,6H,1H2",InChIKey=YJZXTOLTHOMOOP-UHFFFAOYSA-N,39.48,Pr,    39.48(BP est)   -105.16(MP est)      ----(BP exp)      ----(MP exp)  FC1C(F)CP1 ,-105.16,Pred,N
C3H5F2P,FC1CC(F)P1,11,6,5359,110.044,"2,4-difluorophosphetane",N,FC1CC(F)P1,"InChI=1S/C3H5F2P/c4-2-1-3(5)6-2/h2-3,6H,1H2",InChIKey=IWMKVOIKWYXSPZ-UHFFFAOYSA-N,39.48,Pr,    39.48(BP est)   -105.16(MP est)      ----(BP exp)      ----(MP exp)  FC1CC(F)P1 ,-105.16,Pred,N
C3H5F2P,FCP1C(F)C1,11,6,5360,110.044,2-fluoro-1-(fluoromethyl)phosphirane,N,FCP1C(F)C1,"InChI=1S/C3H5F2P/c4-2-6-1-3(6)5/h3H,1-2H2",InChIKey=CQZOAYLKEZWBRI-UHFFFAOYSA-N,45.7,Pr,    45.70(BP est)   -100.15(MP est)      ----(BP exp)      ----(MP exp)  FCP1C(F)C1 ,-100.15,Pred,N
C3H5F2P,FC1(F)CPC1,11,6,5361,110.044,"3,3-difluorophosphetane",N,FC1(F)CPC1,"InChI=1S/C3H5F2P/c4-3(5)1-6-2-3/h6H,1-2H2",InChIKey=LOXZHXHIUVCRLE-UHFFFAOYSA-N,33.22,Pr,    33.22(BP est)    -92.92(MP est)      ----(BP exp)      ----(MP exp)  FC1(F)CPC1 ,-92.92,Pred,N
C2H7O3P,O=P(O)(CO)C,13,6,5362,110.049,(hydroxymethyl)(methyl)phosphinic acid,N,O=P(O)(CO)C,"InChI=1S/C2H7O3P/c1-6(4,5)2-3/h3H,2H2,1H3,(H,4,5)",InChIKey=FTEDGMWBHLRLNI-UHFFFAOYSA-N,253.05,Pr,   253.05(BP est)     14.25(MP est)      ----(BP exp)      ----(MP exp)  O=P(O)(CO)C ,14.25,Pred,N
C2H7O3P,O=P(OC)OC,13,6,5363,110.049,dimethyl phosphonate,N,O=P(OC)OC,"InChI=1S/C2H7O3P/c1-4-6(3)5-2/h6H,1-2H3",InChIKey=HZCDANOFLILNSA-UHFFFAOYSA-N,170,Ex,   131.51(BP est)    -51.64(MP est)    170.50(BP exp)    -60.00(MP exp)  O=P(OC)OC ,-60,Expt,N
C2H7O3P,O(P(=O)O)CC,13,6,5364,110.049,ethyl hydrogen phosphonate,N,O(P(=O)O)CC,"InChI=1S/C2H7O3P/c1-2-5-6(3)4/h6H,2H2,1H3,(H,3,4)",InChIKey=VUERQRKTYBIULR-UHFFFAOYSA-N,204.65,Pr,   204.65(BP est)    -10.99(MP est)      ----(BP exp)      ----(MP exp)  O(P(=O)O)CC ,-10.99,Pred,N
C2H7O3P,O=P(O)(CC)O,13,6,5365,110.049,ethylphosphonic acid,N,O=P(O)(CC)O,"InChI=1S/C2H7O3P/c1-2-6(3,4)5/h2H2,1H3,(H2,3,4,5)",InChIKey=GATNOFPXSDHULC-UHFFFAOYSA-N,265.55,Pr,   265.55(BP est)     17.90(MP est)      ----(BP exp)      ----(MP exp)  O=P(O)(CC)O ,17.9,Pred,N
C2H7O3P,O=P(OC)(C)O,13,6,5366,110.049,methyl hydrogen methylphosphonate,N,O=P(OC)(C)O,"InChI=1S/C2H7O3P/c1-5-6(2,3)4/h1-2H3,(H,3,4)",InChIKey=DWHMMGGJCLDORC-UHFFFAOYSA-N,170,Ex,   202.83(BP est)    -19.71(MP est)      ----(BP exp)      ----(MP exp)  O=P(OC)(C)O ,-19.71,Pred,N
C3H8FOP,FC(POC)C,14,6,5368,110.068,(1-fluoroethyl)(methoxy)phosphane,N,FC(POC)C,"InChI=1S/C3H8FOP/c1-3(4)6-5-2/h3,6H,1-2H3",InChIKey=KHLWKCUCJMAMJW-UHFFFAOYSA-N,51.38,Pr,    51.38(BP est)   -105.21(MP est)      ----(BP exp)      ----(MP exp)  FC(POC)C ,-105.21,Pred,N
C3H8FOP,O=P(C)C(F)C,14,6,5369,110.068,(1-fluoroethyl)(methyl)phosphine oxide,N,O=P(C)C(F)C,"InChI=1S/C3H8FOP/c1-3(4)6(2)5/h3,6H,1-2H3",InChIKey=HVSLCFIMJLGWLX-UHFFFAOYSA-N,94.28,Pr,    94.28(BP est)    -86.31(MP est)      ----(BP exp)      ----(MP exp)  O=P(C)C(F)C ,-86.31,Pred,N
C3H8FOP,FCCPOC,14,6,5372,110.068,(2-fluoroethyl)(methoxy)phosphane,N,FCCPOC,"InChI=1S/C3H8FOP/c1-5-6-3-2-4/h6H,2-3H2,1H3",InChIKey=OATUEDCIEANZHS-UHFFFAOYSA-N,66.77,Pr,    66.77(BP est)    -93.22(MP est)      ----(BP exp)      ----(MP exp)  FCCPOC ,-93.22,Pred,N
C3H8FOP,O=P(C)CCF,14,6,5373,110.068,(2-fluoroethyl)(methyl)phosphine oxide,N,O=P(C)CCF,"InChI=1S/C3H8FOP/c1-6(5)3-2-4/h6H,2-3H2,1H3",InChIKey=ORPZAHOQTVTPFH-UHFFFAOYSA-N,108.73,Pr,   108.73(BP est)    -74.59(MP est)      ----(BP exp)      ----(MP exp)  O=P(C)CCF ,-74.59,Pred,N
C3H8FOP,CP(CF)OC,14,6,5376,110.068,(fluoromethyl)(methoxy)(methyl)phosphane,N,CP(CF)OC,"InChI=1S/C3H8FOP/c1-5-6(2)3-4/h3H2,1-2H3",InChIKey=KTFNBZDPXLAIJL-UHFFFAOYSA-N,67.78,Pr,    67.78(BP est)    -93.61(MP est)      ----(BP exp)      ----(MP exp)  CP(CF)OC ,-93.61,Pred,N
C3H8FOP,O=P(CF)(C)C,14,6,5377,110.068,(fluoromethyl)dimethylphosphine oxide,N,O=P(CF)(C)C,"InChI=1S/C3H8FOP/c1-6(2,5)3-4/h3H2,1-2H3",InChIKey=YWJXDPMONPBKKI-UHFFFAOYSA-N,106.53,Pr,   106.53(BP est)    -83.41(MP est)      ----(BP exp)      ----(MP exp)  O=P(CF)(C)C ,-83.41,Pred,N
C3H8FOP,O=P(CF)CC,14,6,5379,110.068,ethyl(fluoromethyl)phosphine oxide,N,O=P(CF)CC,"InChI=1S/C3H8FOP/c1-2-6(5)3-4/h6H,2-3H2,1H3",InChIKey=PKFSFSQAEUIEHN-UHFFFAOYSA-N,108.73,Pr,   108.73(BP est)    -74.59(MP est)      ----(BP exp)      ----(MP exp)  O=P(CF)CC ,-74.59,Pred,N
CH6NO3P,O=P(O)(CN)O,12,6,5525,111.037,(aminomethyl)phosphonic acid,N,O=P(O)(CN)O,"InChI=1S/CH6NO3P/c2-1-6(3,4)5/h1-2H2,(H2,3,4,5)",InChIKey=MGRVRXRGTBOSHW-UHFFFAOYSA-N,291.85,Pr,   291.85(BP est)     61.58(MP est)      ----(BP exp)      ----(MP exp)  O=P(O)(CN)O ,61.58,Pred,N
C2H3F2OP,O=PC(C)(F)F,9,6,5567,112.016,"(1,1-difluoroethyl)(oxo)phosphane",N,O=PC(C)(F)F,"InChI=1S/C2H3F2OP/c1-2(3,4)6-5/h1H3",InChIKey=WDMIVHDVEVENDP-UHFFFAOYSA-N,64.39,Pr,    64.39(BP est)    -83.48(MP est)      ----(BP exp)      ----(MP exp)  O=PC(C)(F)F ,-83.48,Pred,N
C2H3F2OP,O=PC(F)CF,9,6,5568,112.016,"(1,2-difluoroethyl)(oxo)phosphane",N,O=PC(F)CF,"InChI=1S/C2H3F2OP/c3-1-2(4)6-5/h2H,1H2",InChIKey=BTSQYPBYXNWXBA-UHFFFAOYSA-N,74.35,Pr,    74.35(BP est)    -89.28(MP est)      ----(BP exp)      ----(MP exp)  O=PC(F)CF ,-89.28,Pred,N
C2H3F2OP,O=PCC(F)F,9,6,5570,112.016,"(2,2-difluoroethyl)(oxo)phosphane",N,O=PCC(F)F,"InChI=1S/C2H3F2OP/c3-2(4)1-6-5/h2H,1H2",InChIKey=TYTUACPNTKVJRM-UHFFFAOYSA-N,74.35,Pr,    74.35(BP est)    -89.28(MP est)      ----(BP exp)      ----(MP exp)  O=PCC(F)F ,-89.28,Pred,N
C2H3F2OP,O=P1C(F)(F)C1,9,6,5573,112.016,"2,2-difluorophosphirane 1-oxide",N,O=P1C(F)(F)C1,"InChI=1S/C2H3F2OP/c3-2(4)1-6(2)5/h6H,1H2",InChIKey=YMCFNZRFHAIFQK-UHFFFAOYSA-N,75.88,Pr,    75.88(BP est)    -66.84(MP est)      ----(BP exp)      ----(MP exp)  O=P1C(F)(F)C1 ,-66.84,Pred,N
C2H3F2OP,O=P1C(F)C1F,9,6,5575,112.016,"2,3-difluorophosphirane 1-oxide",N,O=P1C(F)C1F,"InChI=1S/C2H3F2OP/c3-1-2(4)6(1)5/h1-2,6H",InChIKey=PPOKFBQOKMSKTN-UHFFFAOYSA-N,81.78,Pr,    81.78(BP est)    -79.19(MP est)      ----(BP exp)      ----(MP exp)  O=P1C(F)C1F ,-79.19,Pred,N
CH5O4P,O=P(O)(CO)O,11,6,5576,112.021,(hydroxymethyl)phosphonic acid,N,O=P(O)(CO)O,"InChI=1S/CH5O4P/c2-1-6(3,4)5/h2H,1H2,(H2,3,4,5)",InChIKey=GTTBQSNGUYHPNK-UHFFFAOYSA-N,307.91,Pr,   307.91(BP est)     55.04(MP est)      ----(BP exp)      ----(MP exp)  O=P(O)(CO)O ,55.04,Pred,Y
CH5O4P,O=P(O)(O)OC,11,6,5577,112.021,methyl dihydrogen phosphate,N,O=P(O)(O)OC,"InChI=1S/CH5O4P/c1-5-6(2,3)4/h1H3,(H2,2,3,4)",InChIKey=CAAULPUQFIIOTL-UHFFFAOYSA-N,266.2,Pr,   266.20(BP est)     23.57(MP est)      ----(BP exp)      ----(MP exp)  O=P(O)(O)OC ,23.57,Pred,Y
C2H6FO2P,O=P(C(F)C)O,12,6,5578,112.04,(1-fluoroethyl)phosphinic acid,N,O=P(C(F)C)O,"InChI=1S/C2H6FO2P/c1-2(3)6(4)5/h2,6H,1H3,(H,4,5)",InChIKey=HEXLVWOPBZDZKE-UHFFFAOYSA-N,173.16,Pr,   173.16(BP est)    -38.50(MP est)      ----(BP exp)      ----(MP exp)  O=P(C(F)C)O ,-38.5,Pred,N
C2H6FO2P,O=P(CCF)O,12,6,5580,112.04,(2-fluoroethyl)phosphinic acid,N,O=P(CCF)O,"InChI=1S/C2H6FO2P/c3-1-2-6(4)5/h6H,1-2H2,(H,4,5)",InChIKey=OKGIDAYTCRVLDG-UHFFFAOYSA-N,185.72,Pr,   185.72(BP est)    -27.34(MP est)      ----(BP exp)      ----(MP exp)  O=P(CCF)O ,-27.34,Pred,N
C2H6FO2P,O=P(O)(C)CF,12,6,5582,112.04,(fluoromethyl)(methyl)phosphinic acid,N,O=P(O)(C)CF,"InChI=1S/C2H6FO2P/c1-6(4,5)2-3/h2H2,1H3,(H,4,5)",InChIKey=MFDVGAQYLCQFSB-UHFFFAOYSA-N,183.81,Pr,   183.81(BP est)    -36.08(MP est)      ----(BP exp)      ----(MP exp)  O=P(O)(C)CF ,-36.08,Pred,N
C2H6FO2P,O=P(CF)OC,12,6,5583,112.04,methyl (fluoromethyl)phosphinate,N,O=P(CF)OC,"InChI=1S/C2H6FO2P/c1-5-6(4)2-3/h6H,2H2,1H3",InChIKey=AVSQJKXOPNIOIJ-UHFFFAOYSA-N,109.64,Pr,   109.64(BP est)    -68.84(MP est)      ----(BP exp)      ----(MP exp)  O=P(CF)OC ,-68.84,Pred,N
C3H7F2P,CPC(C)(F)F,13,6,5585,112.06,"(1,1-difluoroethyl)(methyl)phosphane",N,CPC(C)(F)F,"InChI=1S/C3H7F2P/c1-3(4,5)6-2/h6H,1-2H3",InChIKey=ZMAWAGZFRNNQLV-UHFFFAOYSA-N,16.09,Pr,    16.09(BP est)   -117.63(MP est)      ----(BP exp)      ----(MP exp)  CPC(C)(F)F ,-117.63,Pred,N
C3H7F2P,PC(CC)(F)F,13,6,5586,112.06,"(1,1-difluoropropyl)phosphane",N,PC(CC)(F)F,"InChI=1S/C3H7F2P/c1-2-3(4,5)6/h2,6H2,1H3",InChIKey=LYGBOYKHRIVYSP-UHFFFAOYSA-N,38.95,Pr,    38.95(BP est)   -102.77(MP est)      ----(BP exp)      ----(MP exp)  PC(CC)(F)F ,-102.77,Pred,N
C3H7F2P,CPC(F)CF,13,6,5587,112.06,"(1,2-difluoroethyl)(methyl)phosphane",N,CPC(F)CF,"InChI=1S/C3H7F2P/c1-6-3(5)2-4/h3,6H,2H2,1H3",InChIKey=ONUDSVMMWSRKDK-UHFFFAOYSA-N,26.72,Pr,    26.72(BP est)   -123.24(MP est)      ----(BP exp)      ----(MP exp)  CPC(F)CF ,-123.24,Pred,N
C3H7F2P,PC(F)C(F)C,13,6,5588,112.06,"(1,2-difluoropropyl)phosphane",N,PC(F)C(F)C,"InChI=1S/C3H7F2P/c1-2(4)3(5)6/h2-3H,6H2,1H3",InChIKey=CJQSRASWUHGGDC-UHFFFAOYSA-N,33.52,Pr,    33.52(BP est)   -120.57(MP est)      ----(BP exp)      ----(MP exp)  PC(F)C(F)C ,-120.57,Pred,N
C3H7F2P,PC(F)CCF,13,6,5589,112.06,"(1,3-difluoropropyl)phosphane",N,PC(F)CCF,"InChI=1S/C3H7F2P/c4-2-1-3(5)6/h3H,1-2,6H2",InChIKey=SYLUOVSVDQTYLE-UHFFFAOYSA-N,49.27,Pr,    49.27(BP est)   -108.47(MP est)      ----(BP exp)      ----(MP exp)  PC(F)CCF ,-108.47,Pred,N
C3H7F2P,FCPC(F)C,13,6,5590,112.06,(1-fluoroethyl)(fluoromethyl)phosphane,N,FCPC(F)C,"InChI=1S/C3H7F2P/c1-3(5)6-2-4/h3,6H,2H2,1H3",InChIKey=SVMZPDUMBXMIRM-UHFFFAOYSA-N,26.72,Pr,    26.72(BP est)   -123.24(MP est)      ----(BP exp)      ----(MP exp)  FCPC(F)C ,-123.24,Pred,N
C3H7F2P,CPCC(F)F,13,6,5591,112.06,"(2,2-difluoroethyl)(methyl)phosphane",N,CPCC(F)F,"InChI=1S/C3H7F2P/c1-6-2-3(4)5/h3,6H,2H2,1H3",InChIKey=BKQWJMOBCONDHU-UHFFFAOYSA-N,26.72,Pr,    26.72(BP est)   -123.24(MP est)      ----(BP exp)      ----(MP exp)  CPCC(F)F ,-123.24,Pred,N
C3H7F2P,PCC(C)(F)F,13,6,5592,112.06,"(2,2-difluoropropyl)phosphane",N,PCC(C)(F)F,"InChI=1S/C3H7F2P/c1-3(4,5)2-6/h2,6H2,1H3",InChIKey=UYRKFACUNYANPO-UHFFFAOYSA-N,38.95,Pr,    38.95(BP est)   -102.77(MP est)      ----(BP exp)      ----(MP exp)  PCC(C)(F)F ,-102.77,Pred,N
C3H7F2P,PCC(F)CF,13,6,5593,112.06,"(2,3-difluoropropyl)phosphane",N,PCC(F)CF,"InChI=1S/C3H7F2P/c4-1-3(5)2-6/h3H,1-2,6H2",InChIKey=MRZGGRIKFKTMLD-UHFFFAOYSA-N,49.27,Pr,    49.27(BP est)   -108.47(MP est)      ----(BP exp)      ----(MP exp)  PCC(F)CF ,-108.47,Pred,N
C3H7F2P,FCPCCF,13,6,5594,112.06,(2-fluoroethyl)(fluoromethyl)phosphane,N,FCPCCF,"InChI=1S/C3H7F2P/c4-1-2-6-3-5/h6H,1-3H2",InChIKey=JTJNZJFDMKLZCU-UHFFFAOYSA-N,42.61,Pr,    42.61(BP est)   -111.10(MP est)      ----(BP exp)      ----(MP exp)  FCPCCF ,-111.1,Pred,N
C3H7F2P,PCCC(F)F,13,6,5595,112.06,"(3,3-difluoropropyl)phosphane",N,PCCC(F)F,"InChI=1S/C3H7F2P/c4-3(5)1-2-6/h3H,1-2,6H2",InChIKey=MZKQVHWMAGCULT-UHFFFAOYSA-N,49.27,Pr,    49.27(BP est)   -108.47(MP est)      ----(BP exp)      ----(MP exp)  PCCC(F)F ,-108.47,Pred,N
C3H7F2P,FC(PCC)F,13,6,5596,112.06,(difluoromethyl)(ethyl)phosphane,N,FC(PCC)F,"InChI=1S/C3H7F2P/c1-2-6-3(4)5/h3,6H,2H2,1H3",InChIKey=QVTZKRNJPIBPNY-UHFFFAOYSA-N,26.72,Pr,    26.72(BP est)   -123.24(MP est)      ----(BP exp)      ----(MP exp)  FC(PCC)F ,-123.24,Pred,N
C3H7F2P,CP(C)C(F)F,13,6,5597,112.06,(difluoromethyl)dimethylphosphane,N,CP(C)C(F)F,"InChI=1S/C3H7F2P/c1-6(2)3(4)5/h3H,1-2H3",InChIKey=SUMRIRQPDHTSAF-UHFFFAOYSA-N,27.78,Pr,    27.78(BP est)   -123.61(MP est)      ----(BP exp)      ----(MP exp)  CP(C)C(F)F ,-123.61,Pred,N
C3H7F2P,CP(CF)CF,13,6,5598,112.06,bis(fluoromethyl)(methyl)phosphane,N,CP(CF)CF,"InChI=1S/C3H7F2P/c1-6(2-4)3-5/h2-3H2,1H3",InChIKey=QOAXOMNJYFFZKA-UHFFFAOYSA-N,43.66,Pr,    43.66(BP est)   -111.48(MP est)      ----(BP exp)      ----(MP exp)  CP(CF)CF ,-111.48,Pred,N
